trust_code,trust_name,specialty_code,specialty_name,is_surgical_specialty,specialty_inclusion_criteria,total_months,part2a_available_months,latest_part2a_value,latest_total_incomplete_value,part2a_coverage_pct,eligible_for_capacity_simulation
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,410,Rheumatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,1457.0,1.6129032258064515,False
RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,4465.0,1.6129032258064515,False
NT324,SPIRE CHESHIRE HOSPITAL,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,1.0,1.6129032258064515,False
NT327,SPIRE MANCHESTER HOSPITAL,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,1.0,1.6129032258064515,False
NVC18,SPRINGFIELD HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,1.0,1.6129032258064515,False
AAH,TETBURY HOSPITAL TRUST LTD,340,Respiratory Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,2.0,1.6129032258064515,False
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,1126.0,1.6129032258064515,False
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",430,Elderly Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,10.0,66.0,1.6129032258064515,False
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,330.0,1181.0,1.6129032258064515,False
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,8.0,1.6129032258064515,False
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,430,Elderly Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,22.0,248.0,1.6129032258064515,False
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,X03,Other - Mental Health Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,30.0,1.6129032258064515,False
RBK,WALSALL HEALTHCARE NHS TRUST,430,Elderly Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,197.0,1.6129032258064515,False
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,430,Elderly Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,1,1.0,38.0,1.6129032258064515,False
NYW04,ASPEN - CLAREMONT HOSPITAL,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,63,1,2.0,2.0,1.5873015873015872,False
NT447,BMI THE DUCHY HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,63,1,1.0,8.0,1.5873015873015872,False
RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,X01,Other,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,64,1,3.0,1.0,1.5625,False
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,64,1,2.0,2.0,1.5625,False
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,65,1,1.0,10.0,1.5384615384615385,False
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,327.0,1.5151515151515151,False
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,376.0,1.5151515151515151,False
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,X01,Other,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,3.0,151.0,1.5151515151515151,False
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,246.0,1.5151515151515151,False
NVM,EPSOMEDICAL GROUP,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,38.0,1.5151515151515151,False
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,2.0,1.5151515151515151,False
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,138.0,1.5151515151515151,False
RVJ,NORTH BRISTOL NHS TRUST,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,4.0,1182.0,1.5151515151515151,False
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X01,Other,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,1285.0,1.5151515151515151,False
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,430.0,1.5151515151515151,False
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,10.0,1.5151515151515151,False
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,340,Thoracic Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,972.0,1.5151515151515151,False
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,X01,Other,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,3.0,162.0,1.5151515151515151,False
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,4.0,8.0,1.5151515151515151,False
RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,4.0,1.5151515151515151,False
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,421.0,1.5151515151515151,False
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,137.0,1.5151515151515151,False
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,2.0,779.0,1.5151515151515151,False
RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,108.0,1.5151515151515151,False
RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",300,General Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,1,1.0,91.0,1.5151515151515151,False
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,300,General Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,68,1,1.0,1.0,1.4705882352941178,False
NVC22,WINFIELD HOSPITAL,300,General Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,72,1,1.0,1.0,1.3888888888888888,False
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,300,General Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,74,1,1.0,1.0,1.3513513513513513,False
NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,300,General Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,74,1,1.0,1.0,1.3513513513513513,False
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,79,1,1.0,473.0,1.2658227848101267,False
NT417,BMI - GORING HALL HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,91,1,1.0,1.0,1.098901098901099,False
NT436,BMI - SHIRLEY OAKS HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,122,1,1.0,1.0,0.819672131147541,False
RCF,AIREDALE NHS FOUNDATION TRUST,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,65,0,,54.0,0.0,False
RCF,AIREDALE NHS FOUNDATION TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,43.0,0.0,False
RCF,AIREDALE NHS FOUNDATION TRUST,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,932.0,0.0,False
RCF,AIREDALE NHS FOUNDATION TRUST,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,0,,169.0,0.0,False
NT401,ALEXANDRA HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,2,0,,1.0,0.0,False
NT401,ALEXANDRA HOSPITAL,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,0,1.0,1.0,0.0,False
NT401,ALEXANDRA HOSPITAL,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,51,0,3.0,1.0,0.0,False
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,0,,1813.0,0.0,False
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,0,,31.0,0.0,False
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,0,,760.0,0.0,False
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,47,0,,1.0,0.0,False
NVC01,ASHTEAD HOSPITAL,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,106,0,,,0.0,False
NVC01,ASHTEAD HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,41,0,,1.0,0.0,False
NYW03,ASPEN - HIGHGATE HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,1,0,,,0.0,False
NYW03,ASPEN - HIGHGATE HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,0,,6.0,0.0,False
NYW01,ASPEN - THE HOLLY,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,17,0,1.0,33.0,0.0,False
NYW01,ASPEN - THE HOLLY,430,Geriatric Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,65,0,,1.0,0.0,False
NYW01,ASPEN - THE HOLLY,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,21,0,,28.0,0.0,False
NYW01,ASPEN - THE HOLLY,410,Rheumatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,17,0,,53.0,0.0,False
R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,54,0,,1.0,0.0,False
NT402,BATH CLINIC,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,40,0,,1.0,0.0,False
NT402,BATH CLINIC,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,52,0,1.0,3.0,0.0,False
NRP,BEACON MEDICAL SERVICES GROUP LIMITED,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,1511.0,0.0,False
NT403,BEARDWOOD HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,31,0,,1.0,0.0,False
NT403,BEARDWOOD HOSPITAL,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,3,0,,1.0,0.0,False
NT403,BEARDWOOD HOSPITAL,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,18,0,,1.0,0.0,False
NT404,BEAUMONT HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,1,0,,1.0,0.0,False
NT404,BEAUMONT HOSPITAL,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,52,0,,2.0,0.0,False
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,61,0,,1.0,0.0,False
NWF01,BENENDEN HOSPITAL,300,General Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,38,0,,2.0,0.0,False
RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,X01,Other,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,66,0,,187.0,0.0,False
RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,101.0,0.0,False
RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,115.0,0.0,False
RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,3618.0,0.0,False
RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,X03,Other - Mental Health Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,1025.0,0.0,False
RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,861.0,0.0,False
RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,3699.0,0.0,False
NT405,BISHOPS WOOD HOSPITAL,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,36,0,,1.0,0.0,False
TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,54,0,,92.0,0.0,False
NT406,BLACKHEATH HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,1,0,,1.0,0.0,False
NT406,BLACKHEATH HOSPITAL,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,16,0,,1.0,0.0,False
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,430,Elderly Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,0,,45.0,0.0,False
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,76,0,,1.0,0.0,False
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,1,0,,1.0,0.0,False
NVC31,BLAKELANDS HOSPITAL,300,General Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,41,0,,,0.0,False
NT402,BMI - BATH CLINIC,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,33,0,,1.0,0.0,False
NT402,BMI - BATH CLINIC,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,13,0,,1.0,0.0,False
NT405,BMI - BISHOPS WOOD,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,80,0,,1.0,0.0,False
NT409,BMI - CHELSFIELD PARK HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,81,0,,1.0,0.0,False
NT417,BMI - GORING HALL HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,52,0,,1.0,0.0,False
NT417,BMI - GORING HALL HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,15,0,,1.0,0.0,False
NT417,BMI - GORING HALL HOSPITAL,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,68,0,,1.0,0.0,False
NT417,BMI - GORING HALL HOSPITAL,410,Rheumatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,8,0,,2.0,0.0,False
NT433,BMI - SARUM ROAD HOSPITAL,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,1.0,1.0,0.0,False
NT436,BMI - SHIRLEY OAKS HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,104,0,,1.0,0.0,False
NT401,BMI - THE ALEXANDRA HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,5,0,,1.0,0.0,False
NT401,BMI - THE ALEXANDRA HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,39,0,,1.0,0.0,False
NT403,BMI - THE BEARDWOOD HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,37,0,,1.0,0.0,False
NT403,BMI - THE BEARDWOOD HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,23,0,,1.0,0.0,False
NT403,BMI - THE BEARDWOOD HOSPITAL,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,105,0,,,0.0,False
NT403,BMI - THE BEARDWOOD HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,73,0,,3.0,0.0,False
NT403,BMI - THE BEARDWOOD HOSPITAL,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,30,0,,4.0,0.0,False
NT404,BMI - THE BEAUMONT HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,44,0,,1.0,0.0,False
NT404,BMI - THE BEAUMONT HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,56,0,,5.0,0.0,False
NT404,BMI - THE BEAUMONT HOSPITAL,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,2.0,0.0,False
NT406,BMI - THE BLACKHEATH HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,74,0,,1.0,0.0,False
NT406,BMI - THE BLACKHEATH HOSPITAL,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,71,0,,2.0,0.0,False
NT410,BMI - THE CHILTERN HOSPITAL,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,0,,1.0,0.0,False
NT410,BMI - THE CHILTERN HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,35,0,,1.0,0.0,False
NT410,BMI - THE CHILTERN HOSPITAL,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,4,0,,1.0,0.0,False
NT410,BMI - THE CHILTERN HOSPITAL,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,51.0,0.0,False
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,0,,1.0,0.0,False
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,1.0,0.0,False
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,51,0,,1.0,0.0,False
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,49,0,,1.0,0.0,False
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,1.0,1.0,0.0,False
NT419,BMI - THE HARBOUR HOSPITAL,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,2.0,0.0,False
NT420,BMI - THE HIGHFIELD HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,51,0,,1.0,0.0,False
NT420,BMI - THE HIGHFIELD HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,4.0,0.0,False
NT420,BMI - THE HIGHFIELD HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,33,0,,1.0,0.0,False
NT421,BMI - THE KINGS OAK HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,52,0,,1.0,0.0,False
NT422,BMI - THE LONDON INDEPENDENT HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,53,0,,2.0,0.0,False
NT422,BMI - THE LONDON INDEPENDENT HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,7,0,,7.0,0.0,False
NT422,BMI - THE LONDON INDEPENDENT HOSPITAL,410,Rheumatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,64,0,,1.0,0.0,False
NT424,BMI - THE MERIDEN HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,52,0,,1.0,0.0,False
NT424,BMI - THE MERIDEN HOSPITAL,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,1,0,,1.0,0.0,False
NT424,BMI - THE MERIDEN HOSPITAL,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,0,,1.0,0.0,False
NT424,BMI - THE MERIDEN HOSPITAL,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,1.0,0.0,False
NT424,BMI - THE MERIDEN HOSPITAL,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,8.0,0.0,False
NT427,BMI - THE PARK HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,64,0,,2.0,0.0,False
NT427,BMI - THE PARK HOSPITAL,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,45,0,,1.0,0.0,False
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,42,0,,1.0,0.0,False
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,2.0,0.0,False
NT429,BMI - THE PRIORY HOSPITAL,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,0,,1.0,0.0,False
NT429,BMI - THE PRIORY HOSPITAL,400,Neurology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,51,0,,1.0,0.0,False
NT429,BMI - THE PRIORY HOSPITAL,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,1.0,0.0,False
NT429,BMI - THE PRIORY HOSPITAL,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,,15.0,0.0,False
NT430,BMI - THE RIDGEWAY HOSPITAL,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,11,0,,3.0,0.0,False
NT439,BMI - THE SOUTH CHESHIRE PRIVATE HOSPITAL,X01,Other,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,43,0,,1.0,0.0,False
NT443,BMI - THE WINTERBOURNE HOSPITAL,X01,Other,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,48,0,,9.0,0.0,False
NT443,BMI - THE WINTERBOURNE HOSPITAL,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,11,0,,1.0,0.0,False
NT440,BMI - THORNBURY HOSPITAL,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,59,0,,,0.0,False
NT440,BMI - THORNBURY HOSPITAL,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,10,0,1.0,2.0,0.0,False
